txn_date,merchant,value,category
2026-03-13,Local Bakery,450.88,Alcohol
3/24/2026,Scottish Water,506.23,Food
3/11/2026,CleanCo,994.31,Soft Drinks
20/04/2026,BOOKER LTD,-287.63,Soft Drinks
3/6/2026,Sky,1233.73,
7-2-2026,EON Energy,51.64,Utilities
1/12/2026,BritishGas,£448.28,
25/04/2026,Booker Wholesale,£1448.75,Food
29/04/2026,Amazon Business,391.85,Food
2026-04-06,E.ON,250.91,
2/3/2026,Heineken UK,752.68,Soft Drinks
3/8/2026,heineken,248.78,Soft Drinks
19/01/2026,LOCAL BAKERY,1388,27
1/19/2026,EON Energy,293.04,Alcohol
04/02/2026,Heineken UK Ltd,£897.60,
15-2-2026,Booker Ltd,98.17,Alcohol
2026-03-19,Booker Wholesale,663.53,
1/21/2026,BRAKES UK,-1302.70,
3/14/2026,JJ Food Service,1302.04,Alcohol
25/04/2026,DIAGEO LIMITED,533.67,Soft Drinks
2/9/2026,Scottish Water,1477.42
10-2-2026,Heineken UK Ltd,491.94,Alcohol
2026-03-01,COCA-COLA EUROPACIFIC,1496.99,Soft Drinks
26-1-2026,E.ON,229.16,Supplies
3/10/2026,scottish water,£1297.12
3-2-2026,Heineken UK Ltd,542.33,Utilities
24-2-2026,Bakery Co,181.55,
06/01/2026,COCA-COLA EUROPACIFIC,432.50,
2026-01-04,LOCAL BAKERY,£1511.90,Food
26-3-2026,Diageo,1243.34,Food
2026-02-08,JJ FOOD SERVICE,1029.65,
2026-02-18,The Local Butcher,323.82,Food
2026-01-01,SCOTTISH WATER,893.37,Soft Drinks
3/18/2026,BRAKES UK,1443.06,Supplies
2/20/2026,Booker Wholesale,123,81,
22-2-2026,HEINEKEN,240.85,Alcohol
4/2/2026,British Gas,£826.64,Soft Drinks
1/21/2026,JJ FOOD SERVICE,349.97,Food
2026-01-01,BRITISH GAS,476.64,
4/9/2026,BRAKES,449.01,
4/11/2026,Local Butcher,-£165.66,Supplies
5-4-2026,CLEANING SUPPLIES CO,£1101.26,Soft Drinks
22-1-2026,BRAKES UK,£671.29,Soft Drinks
2026-03-19,BRAKES UK,817.50,
2026-03-28,British Gas,1395.80,Utilities
28-2-2026,HEINEKEN,-332,97,Supplies
5-1-2026,coca-cola europacific,93.13,Utilities
2026-02-15,Bakery Co,£628.58,
2026-02-08,BOOKER,306,92,Food
1/26/2026,Sky,471.59
2026-02-10,SCOTTISH WATER,1157.01,Utilities
1/13/2026,Brakes Catering,£1530.71,Soft Drinks
19/01/2026,JJ Food Service,£1492.93,
4/5/2026,Heineken UK Ltd,336.89,
20-3-2026,amazon business,461.20,Alcohol
2/21/2026,Cleaning Supplies Co,£76.16,
1/31/2026,Cleaning Supplies Co,1228,38,
1/20/2026,BRAKES UK,604.78,Soft Drinks
4/22/2026,AMAZON UK,623.47,Soft Drinks
25-4-2026,Local Butcher,1507.62,Soft Drinks
2026-02-15,booker wholesale,£1545.83,
27-3-2026,Amazon Business,914.34,Supplies
2026-04-13,Booker Ltd,1487.10,
4/25/2026,BOOKER,£521.23,
2026-03-18,THE LOCAL BUTCHER,534.51,
2026-04-08,SKY,559.21,Food
2026-04-16,AMAZON,1226.00,Alcohol
2/26/2026,Coca Cola,422.51,Food
4/28/2026,BT,209.08,Soft Drinks
22/02/2026,EON Energy,744.28,Alcohol
14/04/2026,Bakery Co,-1523.40,
2026-03-11,BritishGas,577.90,
2026-03-26,BOOKER WHOLESALE,602.02,Alcohol
22/01/2026,Amazon Business,1538.35,Soft Drinks
2026-04-05,SCOTTISH WATER,-972.01,Soft Drinks
2026-04-20,BRAKES UK,1160.48,Utilities
14-3-2026,BT Business,509.43,Alcohol
2026-04-21,Diageo,1262.95,Soft Drinks
4/10/2026,Local Butcher,-613.20,Food
4/12/2026,Sky Business,696.64,
25/04/2026,british gas,1030,71
17-4-2026,Bakery Co,207.86,Soft Drinks
14/02/2026,BRITISH GAS,1347.28,
02/04/2026,British Gas,570.16,Supplies
04/02/2026,Sky,£1490.86,
3/20/2026,JJ FOOD SERVICE,493.92
23/01/2026,British Gas,£1393.10,
2026-02-14,British Gas,-£596.49,Supplies
16/04/2026,Diageo,878.32,
17/02/2026,CleanCo,708.23,Utilities
2026-01-18,The Local Butcher,1191.64,
19-4-2026,Local Bakery,400.43,Supplies
2026-01-25,HEINEKEN,474,83,Supplies
23/04/2026,Diageo Ltd,870.08,
23-4-2026,DIAGEO,504.52,
26-4-2026,Diageo,597.84,Utilities
05/02/2026,jj food service,504.89,
1/26/2026,BRITISH GAS,1526,32,
20/02/2026,Diageo Ltd,£1511.89,Alcohol
03/04/2026,Local Butcher,1204.78,Alcohol
31/03/2026,JJ FOOD SERVICE,1138.73,Utilities
1/25/2026,COCA-COLA EUROPACIFIC,£303,31,
22/01/2026,The Local Butcher,570.92,Alcohol
15/02/2026,SCOTTISH WATER,888.13,
13/03/2026,E.ON,1306.77,Utilities
3-2-2026,BRITISH GAS,£1481.25,
4/27/2026,Coca Cola Europacific,230.86,Supplies
25-3-2026,SCOTTISH WATER,617.19,Supplies
15-3-2026,Sky Business,577.67,
1/13/2026,Booker Ltd,127.81,
05/02/2026,DIAGEO LIMITED,932.35,Soft Drinks
2026-03-17,British Gas,473.52,Food
06/04/2026,SCOTTISH WATER,£138.75,Soft Drinks
2026-04-19,Coca Cola,£1177.46,Soft Drinks
29/03/2026,BT Business,£1261.63,Soft Drinks
7-2-2026,SCOTTISH WATER,£1504.02,Supplies
1/14/2026,DIAGEO LIMITED,386.05,Alcohol
2026-04-23,DIAGEO LIMITED,1340.74,Soft Drinks
2/3/2026,Heineken UK Ltd,736.44
10-4-2026,BOOKER,169.39,
2026-04-08,CleanCo,246.76,Food
2/16/2026,Cleaning Supplies Co,£576,84,Supplies
15/03/2026,CleanCo,107.39,
2026-01-09,BT PLC,730.10,Soft Drinks
23-2-2026,jj food service,522.31,Soft Drinks
4/4/2026,BOOKER LTD,424.48,Utilities
28/02/2026,Brakes,418.76,Alcohol
21-4-2026,Diageo Ltd,1297.25,Soft Drinks
26-2-2026,Bakery Co,223.55,
14/02/2026,amazon,345.74,Supplies
2026-01-11,British Gas,161.96,Food
4/12/2026,Sky Business,291.32,
3/27/2026,AMAZON UK,1090.70,Alcohol
16-2-2026,The Local Butcher,142.77,
1/30/2026,Booker Ltd,1297.96,
4/4/2026,COCA-COLA EUROPACIFIC,1440.31,Supplies
2026-01-25,Coca Cola Europacific,708.45,Soft Drinks
2/11/2026,Coca Cola,69.46,Food
2026-01-23,EON Energy,456,52,Supplies
2026-02-22,Heineken UK Ltd,-69.14,Supplies
28-1-2026,BT PLC,397.91,Alcohol
2026-04-20,brakes uk,1414.09,Soft Drinks
2026-02-19,Bakery Co,1183.19,Supplies
5-4-2026,EON,1420.18,Food
1/31/2026,CleanCo,958.54,
2026-02-13,Booker Wholesale,852.71,
1-4-2026,Coca Cola Europacific,1115.45,Food
1/2/2026,BritishGas,63.95,Supplies
01/04/2026,BRAKES UK,856.49
22-4-2026,HEINEKEN,716.40,
2026-03-17,BT,940.63,Utilities
2026-02-18,AMAZON UK,589,11,Food
4/23/2026,British Gas,1539.17,Supplies
1/9/2026,bt,246.24,Utilities
4-1-2026,BritishGas,£672.07,Soft Drinks
1/30/2026,BritishGas,-343.07,Alcohol
4/22/2026,Heineken UK,127,90,Food
07/04/2026,Cleaning Supplies Co,904.75,
15-4-2026,Cleaning Supplies Co,248.95,Alcohol
18/01/2026,Coca Cola Europacific,1359.13,Soft Drinks
,,,,
INVALID ROW
123,ABC
