date,pub,supplier,amount,category
1/20/2026,Queens Head - Aberdeen,Diageo Ltd,£907.27,   
2/22/2026,The Crown - Stirling,EON Energy,£842.55,Food
11/01/2026,Kings Arms - Edinburgh,Bidfood,£250.26,Food
2026-03-03,The Swan - Ayr,Brakes Catering,92.92,Alcohol
2026-02-17,The Anchor - Perth,Local Butcher,1139.71,Utilities
01/03/2026,Kings Arms - Edinburgh,Brakes Catering,£208.50,Food
3/25/2026,The Ship Inn - Oban,Diageo Ltd,312.09,
3/5/2026,The Plough - Falkirk,Booker Wholesale,837.74,Supplies
10/01/2026,The Swan - Ayr,EON Energy,1075.60,
2/15/2026,The Ship Inn - Oban,Scottish Water,£830.09,Alcohol
2026-02-06,The Anchor - Perth,Booker Wholesale,241.25,Alcohol
26/03/2026,The Ship Inn - Oban,Scottish Water,1139.29,Food
06/02/2026,Fox & Hound - Hamilton,Scottish Water,843.76,Alcohol
2026-03-10,Kings Arms - Edinburgh,EON Energy,521.09,Supplies
2/24/2026,Red Lion - Glasgow,Bidfood,471.67,
09/01/2026,White Hart - Inverness,Scottish Water,343.79,Supplies
1/10/2026,Queens Head - Aberdeen,Scottish Water,£371.37,Food
2026-04-02,Queens Head - Aberdeen,BOOKER,357.18,
19/02/2026,The Crown - Stirling,Heineken UK,277.74,Utilities
2026-02-25,Red Lion - Glasgow,EON Energy,231.98,Food
2026-04-19,White Hart - Inverness,Bidfood,1026.94,Utilities
04/03/2026,The Ship Inn - Oban,Brakes Catering,361.20,   
4/29/2026,White Hart - Inverness,Bidfood,410.75,Food
2026-03-19,Fox & Hound - Hamilton,BT PLC,£639.55,Food
2026-04-12,The Swan - Ayr,Local Butcher,£456.61,Soft Drinks
2026-02-14,Kings Arms - Edinburgh,Brakes Catering,928.39,Utilities
1/5/2026,White Hart - Inverness,Heineken UK,658.28,Alcohol
2026-04-22,The Plough - Falkirk,Scottish Water,£306.99,
2026-02-23,Black Bull - Dundee,Brakes Catering,958.28,Food
2/16/2026,The Ship Inn - Oban,Brakes Catering,1089.80,Utilities
2026-04-20,Black Bull - Dundee,Scottish Water,1067.90,Alcohol
2026-01-22,The Swan - Ayr,Coca Cola,637.03,Utilities
18/02/2026,Royal Oak - Paisley,BT PLC,951.78,
4/11/2026,Royal Oak - Paisley,Scottish Water,365.53,Soft Drinks
2026-01-12,Red Lion - Glasgow,Heineken UK,118.57,   
1/5/2026,The Plough - Falkirk,Scottish Water,387.75,Supplies
3/11/2026,Red Lion - Glasgow,Amazon Business,352.27,Utilities
1/1/2026,Kings Arms - Edinburgh,Heineken UK,511.84,   
20/04/2026,The Crown - Stirling,EON Energy,732.25,
2026-03-31,The Swan - Ayr,Brakes Catering,77.71,Soft Drinks
02/04/2026,The Swan - Ayr,Diageo Ltd,£745.11,Alcohol
22/01/2026,The Crown - Stirling,Diageo Ltd,810.66,Alcohol
2026-04-24,Queens Head - Aberdeen,British Gas,£71.17,Supplies
2026-03-05,The Plough - Falkirk,JJ Food Service,330.66,   
26/04/2026,Red Lion - Glasgow,Diageo Ltd,628.30,Soft Drinks
2/10/2026,Red Lion - Glasgow,JJ Food Service,780.05,   
3/8/2026,The Crown - Stirling,EON Energy,1047.87,Utilities
2026-03-22,Queens Head - Aberdeen,Booker Wholesale,1136.92,   
2026-02-06,Black Bull - Dundee,Scottish Water,1168.99,   
3/15/2026,White Hart - Inverness,Brakes Catering,439.30,Soft Drinks
2026-03-26,Queens Head - Aberdeen,British Gas,292.42,Supplies
2026-04-27,White Hart - Inverness,Bidfood,1156.03,
11/04/2026,Queens Head - Aberdeen,British Gas,1244.17,   
4/6/2026,The Plough - Falkirk,Heineken UK,£718.81,Supplies
2026-02-08,The Plough - Falkirk,British Gas,508.04,
2026-01-04,Fox & Hound - Hamilton,Heineken UK,1112.41,Utilities
04/04/2026,The Plough - Falkirk,Coca Cola,556.23,
1/5/2026,Black Bull - Dundee,EON Energy,1204.41,Alcohol
2026-02-16,White Hart - Inverness,Brakes Catering,455.24,   
4/12/2026,White Hart - Inverness,Bidfood,430.97,Alcohol
2026-03-16,The Plough - Falkirk,Coca Cola,1119.00,
3/18/2026,Queens Head - Aberdeen,Amazon Business,606.40,Supplies
2/6/2026,Kings Arms - Edinburgh,DIAGEO,882.34,Alcohol
3/3/2026,The Crown - Stirling,Local Butcher,1115.35,Food
2026-04-17,The Ship Inn - Oban,BT PLC,£507.43,Food
4/14/2026,Queens Head - Aberdeen,Brakes Catering,134.80,Supplies
1/20/2026,The Anchor - Perth,DIAGEO,260.43,Food
18/02/2026,Kings Arms - Edinburgh,Coca Cola,885.11,Soft Drinks
2026-03-02,Queens Head - Aberdeen,Brakes Catering,£1239.78,Food
21/02/2026,The Anchor - Perth,BT PLC,849.42,   
4/19/2026,Black Bull - Dundee,Heineken UK,875.47,Supplies
20/04/2026,The Anchor - Perth,Brakes Catering,712.62,Alcohol
4/25/2026,Royal Oak - Paisley,Local Butcher,551.37,
2/12/2026,The Crown - Stirling,BT PLC,85.15,   
16/02/2026,Kings Arms - Edinburgh,Booker Wholesale,£631.58,Alcohol
2026-02-01,Royal Oak - Paisley,Coca Cola,956.09,Supplies
1/15/2026,Black Bull - Dundee,Scottish Water,1063.64,Soft Drinks
3/10/2026,Queens Head - Aberdeen,Brakes Catering,416.82,Supplies
2026-03-28,Queens Head - Aberdeen,Bidfood,£270.87,   
2/18/2026,White Hart - Inverness,Coca Cola,417.67,Supplies
2026-02-11,Kings Arms - Edinburgh,Bidfood,£369.59,Supplies
4/28/2026,Fox & Hound - Hamilton,EON Energy,748.35,Supplies
4/23/2026,White Hart - Inverness,JJ Food Service,146.74,Food
3/20/2026,Queens Head - Aberdeen,BT PLC,1129.61,Supplies
2026-04-04,The Crown - Stirling,BOOKER,735.30,
18/01/2026,The Ship Inn - Oban,JJ Food Service,363.79,   
2026-02-26,Royal Oak - Paisley,BT PLC,435.36,Food
12/04/2026,White Hart - Inverness,BOOKER,285.42,
2026-03-05,Queens Head - Aberdeen,BOOKER,1158.29,Alcohol
2026-01-25,The Crown - Stirling,Bidfood,717.31,Food
24/04/2026,Royal Oak - Paisley,JJ Food Service,89.67,Soft Drinks
20/02/2026,The Swan - Ayr,BOOKER,£970.51,
31/01/2026,The Swan - Ayr,Amazon Business,273.16,
4/22/2026,The Crown - Stirling,BT PLC,£849.56,
2/4/2026,Royal Oak - Paisley,Amazon Business,393.23,Alcohol
08/03/2026,The Crown - Stirling,BOOKER,95.37,
2026-01-07,The Swan - Ayr,BOOKER,1127.63,Utilities
12/01/2026,The Swan - Ayr,Heineken UK,882.46,
4/28/2026,Kings Arms - Edinburgh,Heineken UK,1061.60,Utilities
2026-04-25,The Crown - Stirling,Local Butcher,275.75,Utilities
2026-02-25,Red Lion - Glasgow,Brakes Catering,685.55,Utilities
2026-01-16,White Hart - Inverness,Brakes Catering,£924.01,Food
2026-02-22,Queens Head - Aberdeen,Local Butcher,142.38,Supplies
2026-04-25,Kings Arms - Edinburgh,British Gas,312.73,
2026-04-27,Fox & Hound - Hamilton,Scottish Water,405.58,Soft Drinks
4/10/2026,Royal Oak - Paisley,Amazon Business,664.58,
1/3/2026,The Plough - Falkirk,Heineken UK,1178.22,Soft Drinks
03/04/2026,Royal Oak - Paisley,Brakes Catering,855.51,   
2/22/2026,Kings Arms - Edinburgh,Diageo Ltd,£1194.35,Food
2026-03-22,Black Bull - Dundee,British Gas,1094.04,Supplies
2/17/2026,The Crown - Stirling,DIAGEO,£827.41,
2026-04-29,Black Bull - Dundee,JJ Food Service,887.99,   
1/6/2026,Kings Arms - Edinburgh,Local Butcher,1219.78,   
2/6/2026,The Crown - Stirling,Local Butcher,1094.93,
28/04/2026,White Hart - Inverness,Heineken UK,1080.53,
21/01/2026,Red Lion - Glasgow,EON Energy,708.57,   
2026-04-09,The Ship Inn - Oban,JJ Food Service,571.64,
2/28/2026,Royal Oak - Paisley,BOOKER,£863.85,Food
2026-04-12,Queens Head - Aberdeen,Local Butcher,745.38,   
2026-04-10,The Swan - Ayr,Booker Wholesale,£1088.90,Utilities
2026-03-30,Kings Arms - Edinburgh,JJ Food Service,£980.02,Alcohol
2026-01-04,Queens Head - Aberdeen,Local Butcher,£224.27,Utilities
4/14/2026,The Crown - Stirling,Amazon Business,1215.72,   
2/5/2026,Fox & Hound - Hamilton,Bidfood,629.96,Soft Drinks
2026-02-20,Queens Head - Aberdeen,Diageo Ltd,£53.95,
2026-04-18,White Hart - Inverness,Coca Cola,£716.34,Utilities
3/17/2026,Red Lion - Glasgow,British Gas,803.19,   
2026-03-22,Royal Oak - Paisley,JJ Food Service,1000.37,Food
2026-02-20,White Hart - Inverness,Brakes Catering,1093.97,Alcohol
2026-03-03,The Plough - Falkirk,DIAGEO,1229.41,Soft Drinks
2026-03-11,The Anchor - Perth,Coca Cola,£118.92,Alcohol
2026-02-21,Fox & Hound - Hamilton,Coca Cola,£1051.41,Food
2026-03-10,The Crown - Stirling,DIAGEO,£954.23,
3/19/2026,The Anchor - Perth,Heineken UK,276.34,Alcohol
4/9/2026,Fox & Hound - Hamilton,Scottish Water,£515.87,Soft Drinks
2026-04-07,The Plough - Falkirk,Amazon Business,1064.88,
2026-02-22,White Hart - Inverness,Coca Cola,£819.03,Alcohol
2026-03-18,The Plough - Falkirk,Booker Wholesale,924.78,Soft Drinks
2026-01-26,Fox & Hound - Hamilton,Diageo Ltd,861.01,Supplies
05/02/2026,The Swan - Ayr,Brakes Catering,531.17,Soft Drinks
2026-04-05,Red Lion - Glasgow,BOOKER,222.11,Utilities
19/03/2026,Red Lion - Glasgow,Booker Wholesale,808.07,Utilities
2026-03-27,Royal Oak - Paisley,BT PLC,1065.29,Food
15/03/2026,The Anchor - Perth,EON Energy,£1214.21,Soft Drinks
1/10/2026,Black Bull - Dundee,Scottish Water,505.60,Alcohol
3/8/2026,Red Lion - Glasgow,Heineken UK,104.14,Soft Drinks
1/13/2026,White Hart - Inverness,DIAGEO,236.45,Soft Drinks
1/22/2026,The Plough - Falkirk,Coca Cola,£1248.70,Utilities
2026-04-26,The Ship Inn - Oban,BT PLC,66.83,Alcohol
28/02/2026,Kings Arms - Edinburgh,JJ Food Service,£537.32,   
2026-04-05,The Crown - Stirling,BOOKER,473.37,
24/04/2026,The Plough - Falkirk,Brakes Catering,£666.37,Supplies
2026-01-10,Royal Oak - Paisley,Booker Wholesale,£411.94,Soft Drinks
1/7/2026,The Crown - Stirling,Bidfood,£210.66,Utilities
3/26/2026,Kings Arms - Edinburgh,Bidfood,522.59,Food
2026-03-26,The Swan - Ayr,BT PLC,£385.03,
14/01/2026,The Anchor - Perth,Scottish Water,965.87,Soft Drinks
2026-01-01,The Anchor - Perth,Heineken UK,206.83,Utilities
19/01/2026,Royal Oak - Paisley,EON Energy,1006.29,Supplies
05/03/2026,The Anchor - Perth,Local Butcher,£547.69,
1/27/2026,Red Lion - Glasgow,Coca Cola,870.06,Food
2026-03-19,The Crown - Stirling,Local Butcher,630.69,Soft Drinks
20/03/2026,The Ship Inn - Oban,Heineken UK,477.87,Alcohol
1/30/2026,Fox & Hound - Hamilton,Bidfood,734.11,   
21/01/2026,Kings Arms - Edinburgh,JJ Food Service,120.32,Supplies
06/02/2026,The Plough - Falkirk,BOOKER,£763.10,Alcohol
2026-04-27,The Crown - Stirling,Diageo Ltd,112.00,Supplies
1/3/2026,Red Lion - Glasgow,EON Energy,£467.60,Soft Drinks
28/02/2026,Queens Head - Aberdeen,Coca Cola,1014.62,Alcohol
4/29/2026,Royal Oak - Paisley,British Gas,419.99,   
10/03/2026,The Plough - Falkirk,Coca Cola,698.86,Alcohol
16/03/2026,The Ship Inn - Oban,BOOKER,432.53,Utilities
13/01/2026,The Anchor - Perth,Bidfood,859.88,   
1/22/2026,White Hart - Inverness,JJ Food Service,1078.74,
17/01/2026,The Ship Inn - Oban,Amazon Business,339.88,Supplies
2/26/2026,The Swan - Ayr,Heineken UK,660.11,
1/19/2026,Royal Oak - Paisley,Booker Wholesale,£380.30,Supplies
15/04/2026,The Ship Inn - Oban,Booker Wholesale,1153.30,Food
15/01/2026,Kings Arms - Edinburgh,JJ Food Service,573.82,   
03/04/2026,The Anchor - Perth,JJ Food Service,796.22,Soft Drinks
13/01/2026,The Plough - Falkirk,Bidfood,417.47,
09/03/2026,The Swan - Ayr,EON Energy,308.94,Soft Drinks
3/1/2026,The Ship Inn - Oban,Booker Wholesale,459.57,
4/20/2026,Queens Head - Aberdeen,Brakes Catering,830.01,Utilities
2026-02-05,The Crown - Stirling,Booker Wholesale,433.63,   
18/01/2026,The Anchor - Perth,Brakes Catering,703.88,Soft Drinks
1/15/2026,Queens Head - Aberdeen,Heineken UK,£1097.82,   
2026-04-06,The Anchor - Perth,Booker Wholesale,1235.44,Alcohol
3/18/2026,The Crown - Stirling,EON Energy,£547.80,Alcohol
07/02/2026,Black Bull - Dundee,Diageo Ltd,589.32,Supplies
2026-01-29,The Swan - Ayr,BT PLC,746.26,   
2026-01-12,The Plough - Falkirk,EON Energy,129.68,   
1/21/2026,White Hart - Inverness,EON Energy,£555.99,   
2026-03-24,The Ship Inn - Oban,Booker Wholesale,£430.47,Alcohol
19/03/2026,The Ship Inn - Oban,Coca Cola,504.06,
4/25/2026,The Crown - Stirling,Diageo Ltd,451.34,Soft Drinks
2026-01-30,The Anchor - Perth,Booker Wholesale,167.65,
22/03/2026,Kings Arms - Edinburgh,Amazon Business,£1038.72,Alcohol
3/9/2026,The Ship Inn - Oban,Amazon Business,52.20,Food
23/03/2026,The Plough - Falkirk,BOOKER,687.99,Supplies
02/04/2026,Royal Oak - Paisley,BT PLC,£950.44,Soft Drinks
2/4/2026,Black Bull - Dundee,Bidfood,132.88,Utilities
2/20/2026,Fox & Hound - Hamilton,Coca Cola,187.15,Utilities
1/28/2026,Fox & Hound - Hamilton,DIAGEO,1246.58,
19/03/2026,The Anchor - Perth,EON Energy,£111.13,Utilities
2026-04-17,Red Lion - Glasgow,Bidfood,391.99,   
20/02/2026,The Anchor - Perth,Scottish Water,£617.40,Supplies
4/18/2026,Black Bull - Dundee,DIAGEO,212.05,
2026-04-02,The Crown - Stirling,Amazon Business,419.66,
2026-03-08,Queens Head - Aberdeen,Diageo Ltd,605.36,Alcohol
4/17/2026,The Crown - Stirling,DIAGEO,228.71,Soft Drinks
05/03/2026,The Ship Inn - Oban,British Gas,221.18,Supplies
1/30/2026,Black Bull - Dundee,EON Energy,405.75,   
1/1/2026,Black Bull - Dundee,BT PLC,323.75,
2026-04-14,Black Bull - Dundee,Heineken UK,368.10,   
01/03/2026,Black Bull - Dundee,Brakes Catering,91.53,Soft Drinks
28/02/2026,The Swan - Ayr,Bidfood,586.65,Soft Drinks
08/01/2026,Red Lion - Glasgow,Scottish Water,525.31,Alcohol
10/04/2026,The Anchor - Perth,EON Energy,1082.82,   
3/19/2026,Fox & Hound - Hamilton,Brakes Catering,122.55,Supplies
2/18/2026,Fox & Hound - Hamilton,Local Butcher,1173.98,Utilities
2/24/2026,The Ship Inn - Oban,Diageo Ltd,£924.32,   
30/04/2026,Black Bull - Dundee,Bidfood,939.20,   
2026-04-11,The Plough - Falkirk,Diageo Ltd,£81.18,
2026-02-28,The Anchor - Perth,Amazon Business,£1232.48,Supplies
30/01/2026,Red Lion - Glasgow,Coca Cola,181.95,   
4/17/2026,The Anchor - Perth,Brakes Catering,118.11,Utilities
2026-02-12,Royal Oak - Paisley,BT PLC,£347.01,Supplies
11/01/2026,The Crown - Stirling,Local Butcher,224.82,Food
24/03/2026,Royal Oak - Paisley,BT PLC,735.25,Food
22/02/2026,White Hart - Inverness,EON Energy,89.37,Utilities
18/01/2026,Red Lion - Glasgow,BT PLC,£149.45,   
27/02/2026,The Ship Inn - Oban,BOOKER,462.72,
2026-02-19,Red Lion - Glasgow,EON Energy,£1025.12,   
4/10/2026,Black Bull - Dundee,BT PLC,287.92,   
2026-04-13,Kings Arms - Edinburgh,Diageo Ltd,648.85,
2026-02-10,Royal Oak - Paisley,BOOKER,591.86,Supplies
3/1/2026,Black Bull - Dundee,Brakes Catering,379.93,Supplies
2/23/2026,Royal Oak - Paisley,Diageo Ltd,829.26,Alcohol
05/04/2026,Queens Head - Aberdeen,Diageo Ltd,214.47,Utilities
01/02/2026,Fox & Hound - Hamilton,British Gas,249.25,
3/4/2026,The Ship Inn - Oban,Diageo Ltd,1246.73,   
13/01/2026,The Anchor - Perth,Bidfood,1195.60,Food
09/02/2026,The Crown - Stirling,BOOKER,145.93,   
2026-04-28,Black Bull - Dundee,BT PLC,£935.10,
3/1/2026,Red Lion - Glasgow,Diageo Ltd,306.09,Supplies
4/23/2026,The Anchor - Perth,BOOKER,1162.50,Alcohol
2026-03-27,Royal Oak - Paisley,BOOKER,£356.67,Supplies
2026-02-03,The Anchor - Perth,DIAGEO,£1058.06,   
12/03/2026,Black Bull - Dundee,Scottish Water,644.65,   
08/01/2026,The Swan - Ayr,Booker Wholesale,661.37,   
2026-02-22,Kings Arms - Edinburgh,British Gas,£359.79,
2026-02-19,Red Lion - Glasgow,Brakes Catering,335.98,Soft Drinks
2026-04-06,White Hart - Inverness,BOOKER,581.82,   
2026-02-04,The Anchor - Perth,DIAGEO,96.43,
17/02/2026,Black Bull - Dundee,Amazon Business,942.98,Utilities
03/04/2026,Queens Head - Aberdeen,Coca Cola,127.72,
2/5/2026,Red Lion - Glasgow,EON Energy,1170.48,Utilities
09/03/2026,Royal Oak - Paisley,BOOKER,661.19,
25/03/2026,White Hart - Inverness,Coca Cola,1151.66,Supplies
1/10/2026,The Anchor - Perth,EON Energy,510.36,Food
16/03/2026,White Hart - Inverness,Diageo Ltd,£368.79,Utilities
12/03/2026,Queens Head - Aberdeen,British Gas,558.09,   
2026-02-01,Queens Head - Aberdeen,Local Butcher,860.63,Supplies
3/2/2026,The Crown - Stirling,BT PLC,629.39,Soft Drinks
10/03/2026,Queens Head - Aberdeen,DIAGEO,£462.66,   
23/03/2026,Red Lion - Glasgow,BT PLC,841.58,Utilities
1/29/2026,Black Bull - Dundee,Bidfood,440.38,Utilities
2/1/2026,Fox & Hound - Hamilton,Brakes Catering,1164.24,Soft Drinks
21/02/2026,Royal Oak - Paisley,BOOKER,1119.89,   
4/7/2026,White Hart - Inverness,Coca Cola,104.30,
2/3/2026,Fox & Hound - Hamilton,BOOKER,740.29,Utilities
25/01/2026,Kings Arms - Edinburgh,British Gas,338.16,Alcohol
09/02/2026,Queens Head - Aberdeen,Bidfood,1191.75,Supplies
12/01/2026,The Swan - Ayr,Heineken UK,84.41,Soft Drinks
2026-02-23,Red Lion - Glasgow,Scottish Water,493.34,Alcohol
3/29/2026,The Crown - Stirling,Heineken UK,1120.17,
2026-01-01,Red Lion - Glasgow,BOOKER,£329.84,
11/04/2026,The Anchor - Perth,BT PLC,664.90,   
2/24/2026,Red Lion - Glasgow,BOOKER,180.38,
2026-03-05,The Anchor - Perth,BOOKER,885.69,Soft Drinks
15/02/2026,Fox & Hound - Hamilton,DIAGEO,355.46,Supplies
3/26/2026,Black Bull - Dundee,Local Butcher,1092.06,   
1/22/2026,Fox & Hound - Hamilton,JJ Food Service,591.47,Alcohol
2/15/2026,The Ship Inn - Oban,Coca Cola,842.05,
1/4/2026,The Crown - Stirling,Diageo Ltd,957.69,Supplies
26/02/2026,Red Lion - Glasgow,Local Butcher,£837.79,Alcohol
2026-04-08,The Ship Inn - Oban,Booker Wholesale,67.31,Food
1/25/2026,The Crown - Stirling,JJ Food Service,£700.96,   
13/03/2026,Black Bull - Dundee,Heineken UK,£917.69,
2026-01-24,Red Lion - Glasgow,DIAGEO,903.10,
3/13/2026,The Anchor - Perth,Diageo Ltd,932.90,Soft Drinks
2026-04-03,White Hart - Inverness,Diageo Ltd,£398.93,Soft Drinks
12/04/2026,Fox & Hound - Hamilton,BT PLC,668.54,Food
05/01/2026,The Crown - Stirling,EON Energy,425.78,Alcohol
09/01/2026,The Ship Inn - Oban,Local Butcher,342.95,Food
1/17/2026,Black Bull - Dundee,Heineken UK,492.61,
2026-01-05,Kings Arms - Edinburgh,Brakes Catering,436.24,Food
09/04/2026,White Hart - Inverness,JJ Food Service,1093.96,
2026-01-21,The Ship Inn - Oban,BT PLC,212.55,   
26/01/2026,The Ship Inn - Oban,EON Energy,53.17,
2026-03-20,The Anchor - Perth,British Gas,832.98,   
2026-04-16,The Swan - Ayr,JJ Food Service,765.71,Supplies
2026-04-06,Royal Oak - Paisley,Bidfood,104.98,Food
2026-02-02,Red Lion - Glasgow,Bidfood,276.07,Soft Drinks
1/6/2026,The Plough - Falkirk,Scottish Water,482.22,Supplies
4/6/2026,Royal Oak - Paisley,Amazon Business,1072.75,Food
01/04/2026,The Swan - Ayr,Bidfood,£85.84,   
29/04/2026,Royal Oak - Paisley,BT PLC,497.19,Utilities
3/13/2026,Kings Arms - Edinburgh,BT PLC,838.35,   
3/11/2026,Fox & Hound - Hamilton,JJ Food Service,£996.48,Utilities
2026-02-19,Red Lion - Glasgow,Brakes Catering,628.76,Supplies
19/02/2026,Kings Arms - Edinburgh,Heineken UK,402.25,Supplies
06/02/2026,Queens Head - Aberdeen,Bidfood,786.69,Soft Drinks
2026-02-24,Royal Oak - Paisley,Bidfood,739.15,Alcohol
31/03/2026,Black Bull - Dundee,Bidfood,774.03,
17/02/2026,Royal Oak - Paisley,Diageo Ltd,£213.86,
2026-02-09,The Swan - Ayr,BOOKER,725.94,Supplies
30/03/2026,The Plough - Falkirk,Amazon Business,859.58,
26/02/2026,Kings Arms - Edinburgh,BT PLC,132.79,
2026-01-07,Black Bull - Dundee,Brakes Catering,1068.24,
2/12/2026,The Ship Inn - Oban,BOOKER,£1249.43,Soft Drinks
2026-03-04,Black Bull - Dundee,Heineken UK,703.94,   
24/01/2026,Fox & Hound - Hamilton,Local Butcher,1227.06,Utilities
3/30/2026,The Plough - Falkirk,Amazon Business,£343.23,   
2026-01-13,Fox & Hound - Hamilton,Coca Cola,470.82,Alcohol
3/21/2026,Black Bull - Dundee,EON Energy,1062.38,Supplies
1/7/2026,The Swan - Ayr,BT PLC,707.81,   
2026-04-15,The Anchor - Perth,Brakes Catering,265.87,Supplies
2026-02-23,Fox & Hound - Hamilton,Coca Cola,852.71,
23/04/2026,The Anchor - Perth,Booker Wholesale,693.61,Soft Drinks
2026-01-14,Royal Oak - Paisley,Scottish Water,504.01,
1/29/2026,Kings Arms - Edinburgh,British Gas,£600.98,Supplies
06/04/2026,The Swan - Ayr,DIAGEO,£1088.75,Alcohol
22/04/2026,Black Bull - Dundee,BT PLC,1227.02,Utilities
19/02/2026,The Ship Inn - Oban,Bidfood,439.88,
2/2/2026,White Hart - Inverness,DIAGEO,927.10,   
04/01/2026,Red Lion - Glasgow,Brakes Catering,677.85,Food
3/17/2026,The Swan - Ayr,Booker Wholesale,271.76,Alcohol
2026-02-22,Black Bull - Dundee,Coca Cola,1046.29,   
2026-03-26,Royal Oak - Paisley,JJ Food Service,422.07,Supplies
23/02/2026,White Hart - Inverness,Diageo Ltd,797.15,
3/27/2026,Black Bull - Dundee,BT PLC,509.41,Alcohol
2026-02-19,The Crown - Stirling,DIAGEO,310.95,Utilities
1/9/2026,Fox & Hound - Hamilton,DIAGEO,771.20,   
1/30/2026,The Ship Inn - Oban,Coca Cola,292.00,Soft Drinks
2026-03-12,The Crown - Stirling,Scottish Water,789.22,Soft Drinks
04/04/2026,Black Bull - Dundee,BT PLC,127.89,   
2026-03-19,Fox & Hound - Hamilton,DIAGEO,449.19,Utilities
2026-02-13,The Ship Inn - Oban,Bidfood,£790.82,   
3/24/2026,Black Bull - Dundee,JJ Food Service,702.09,Alcohol
2026-04-18,The Anchor - Perth,Brakes Catering,1102.55,Food
3/15/2026,Kings Arms - Edinburgh,JJ Food Service,£978.93,   
1/12/2026,The Ship Inn - Oban,JJ Food Service,£771.36,Soft Drinks
16/01/2026,Queens Head - Aberdeen,Scottish Water,834.77,   
2/6/2026,The Ship Inn - Oban,Booker Wholesale,335.09,Utilities
20/02/2026,Royal Oak - Paisley,Heineken UK,£1135.92,Alcohol
17/04/2026,The Anchor - Perth,Scottish Water,1240.56,
04/01/2026,The Anchor - Perth,Local Butcher,1155.95,Alcohol
2026-01-26,Black Bull - Dundee,Coca Cola,278.30,   
2026-04-05,The Anchor - Perth,BOOKER,£206.19,Utilities
1/14/2026,White Hart - Inverness,Amazon Business,226.34,
4/27/2026,Royal Oak - Paisley,JJ Food Service,513.70,Soft Drinks
2026-03-01,The Ship Inn - Oban,Scottish Water,£460.55,Alcohol
3/13/2026,The Plough - Falkirk,Scottish Water,£888.89,Utilities
4/17/2026,Fox & Hound - Hamilton,British Gas,270.35,   
3/8/2026,Black Bull - Dundee,DIAGEO,£735.66,   
08/04/2026,The Swan - Ayr,BOOKER,355.77,Food
2026-04-14,Black Bull - Dundee,Amazon Business,1181.40,
2026-03-29,The Swan - Ayr,BT PLC,1219.81,   
05/02/2026,Fox & Hound - Hamilton,Scottish Water,78.53,
26/04/2026,The Swan - Ayr,Brakes Catering,329.96,
1/6/2026,Queens Head - Aberdeen,EON Energy,£232.82,Supplies
2/5/2026,Royal Oak - Paisley,BOOKER,149.05,Food
02/03/2026,The Swan - Ayr,British Gas,745.20,Soft Drinks
30/03/2026,Fox & Hound - Hamilton,Scottish Water,346.02,Soft Drinks
3/29/2026,Red Lion - Glasgow,Bidfood,245.35,   
19/03/2026,White Hart - Inverness,DIAGEO,£625.42,   
31/01/2026,The Crown - Stirling,Heineken UK,292.52,Soft Drinks
3/17/2026,The Anchor - Perth,JJ Food Service,342.73,
2026-02-11,The Anchor - Perth,BOOKER,527.11,Supplies
2026-04-21,The Ship Inn - Oban,EON Energy,351.55,Utilities
2/21/2026,Fox & Hound - Hamilton,Bidfood,£1242.27,Alcohol
2026-01-30,Queens Head - Aberdeen,BT PLC,340.12,Supplies
2/17/2026,Red Lion - Glasgow,JJ Food Service,1092.73,Utilities
29/03/2026,Red Lion - Glasgow,BOOKER,£1135.71,   
07/04/2026,The Swan - Ayr,Booker Wholesale,626.10,Utilities
2/22/2026,The Anchor - Perth,Booker Wholesale,665.31,Supplies
2026-04-23,The Ship Inn - Oban,Amazon Business,£655.05,
25/01/2026,Royal Oak - Paisley,JJ Food Service,51.22,
20/01/2026,The Swan - Ayr,Booker Wholesale,435.54,   
4/28/2026,Kings Arms - Edinburgh,EON Energy,£896.89,Utilities
10/01/2026,Fox & Hound - Hamilton,DIAGEO,924.74,Alcohol
1/7/2026,The Anchor - Perth,Amazon Business,725.48,Food
1/25/2026,Red Lion - Glasgow,DIAGEO,£522.43,Soft Drinks
2/17/2026,White Hart - Inverness,Coca Cola,1245.24,
1/30/2026,Black Bull - Dundee,Heineken UK,670.62,Soft Drinks
2/28/2026,Red Lion - Glasgow,BT PLC,911.64,Food
2026-03-31,The Anchor - Perth,Heineken UK,939.77,   
03/01/2026,The Crown - Stirling,BOOKER,559.03,Supplies
05/01/2026,Royal Oak - Paisley,Diageo Ltd,1099.16,Utilities
2026-04-18,Royal Oak - Paisley,Amazon Business,1229.53,   
2026-01-06,Royal Oak - Paisley,British Gas,388.34,   
2026-04-24,The Plough - Falkirk,Brakes Catering,167.52,Supplies
2026-01-11,The Swan - Ayr,Coca Cola,694.21,
3/20/2026,Royal Oak - Paisley,Local Butcher,873.76,
19/02/2026,Black Bull - Dundee,Bidfood,290.89,   
3/22/2026,The Ship Inn - Oban,Coca Cola,405.06,Utilities
2026-03-19,The Plough - Falkirk,Diageo Ltd,376.47,Supplies
16/03/2026,Red Lion - Glasgow,EON Energy,395.76,Utilities
18/03/2026,White Hart - Inverness,Local Butcher,591.32,Food
18/02/2026,The Plough - Falkirk,Amazon Business,447.26,Food
2026-04-27,Kings Arms - Edinburgh,BOOKER,741.35,   
