DATE,SUPPLIER,AMOUNT,
3/21/2026,EON,1203.88,Supplies
3/26/2026,The Local Butcher,£611.41,Supplies
28-3-2026,BritishGas,252.06,Utilities
26/02/2026,the local butcher,121.44,Alcohol
17-3-2026,Diageo,1283.22,Soft Drinks
1/16/2026,HEINEKEN,£1210.16,Food
05/04/2026,E.ON,285.15,Alcohol
8-4-2026,HEINEKEN,1228.00,
22/04/2026,Sky,58.38,
11-1-2026,Coca Cola,540.78,Supplies
20-1-2026,Booker Ltd,430.95,Soft Drinks
30/04/2026,BT Business,143.17,Supplies
1/25/2026,BT PLC,1368.31,
2026-01-17,BritishGas,£969.16,Supplies
1/2/2026,Sky,-927.77,
3/3/2026,EON Energy,1406,23
2026-01-31,BRITISH GAS,£1448.84
29/01/2026,British Gas,-753.96,
4/18/2026,Brakes Catering,1510.02,Utilities
29-4-2026,Diageo Ltd,520.37,Soft Drinks
20-1-2026,diageo limited,395.83,Utilities
2026-01-21,BOOKER WHOLESALE,£1346.67,Supplies
17/01/2026,e.on,1216.53,Utilities
11/03/2026,Amazon,558.45,Alcohol
3/31/2026,JJ FOOD SERVICE,£1439.62
18/04/2026,Brakes,53.09,Utilities
03/02/2026,Diageo Ltd,1171.83,Supplies
4/10/2026,BRAKES UK,1186,99,Utilities
2026-01-09,BRITISH GAS,120,36,Supplies
13/01/2026,Local Butcher,£1439,93
19/03/2026,BT Business,668.02,Alcohol
10/04/2026,british gas,708.44,Utilities
14/01/2026,British Gas,1131,82,Supplies
8-2-2026,Local Butcher,342.94,
2026-04-01,DIAGEO LIMITED,1083.00,Food
2026-04-12,Booker Wholesale,1213.17,
12-1-2026,Diageo Ltd,1262,25,Utilities
4/24/2026,The Local Butcher,158.00,
1/31/2026,BRITISH GAS,530.99,
2026-02-23,BritishGas,257.42,
2026-01-17,Coca Cola Europacific,420.40,Utilities
03/02/2026,JJ FOOD SERVICE,1002.88,Utilities
2026-03-14,BOOKER,1233.35,
17/02/2026,Amazon,808.81,Food
8-4-2026,The Local Butcher,1016.78,
08/04/2026,BT,783.94,
17-2-2026,britishgas,118.54
2026-04-04,Diageo,118.84,Alcohol
4/11/2026,DIAGEO LIMITED,£1098.68,
03/01/2026,Brakes,1168.81,
04/03/2026,BT PLC,218.80
4/23/2026,Sky,836.53,Alcohol
2026-04-16,booker ltd,1513.31,
30-4-2026,BAKERY CO,-1512.27,Soft Drinks
2/22/2026,EON Energy,492.14,
7-1-2026,BT,744.45,Alcohol
3/21/2026,E.ON,£642.78,Alcohol
3/29/2026,Heineken UK Ltd,1168.92,Food
13-2-2026,British Gas,-1463.71,Utilities
1/27/2026,SCOTTISH WATER,£1319,55,Soft Drinks
02/03/2026,BT PLC,569.90,Food
04/04/2026,LOCAL BUTCHER,£1124.86,Alcohol
15-3-2026,HEINEKEN UK,£1132.36,Utilities
05/04/2026,J J Food,1430.48,Utilities
29/01/2026,heineken,1392.00,Utilities
2026-02-24,CleanCo,£374.67,Supplies
3-3-2026,BRITISH GAS,-533,55,
3/22/2026,coca cola europacific,-589.64,
2026-04-11,British Gas,798.26,Supplies
17-3-2026,Sky Business,1392,82,
28-4-2026,Local Butcher,£651.78,Soft Drinks
2026-03-02,LOCAL BAKERY,642.44,
2026-04-15,Sky Business,214,59,Utilities
25-4-2026,j j food,855.81,Food
2026-04-21,J J Food,867.64,
5-1-2026,Sky Business,637.14,Utilities
4/2/2026,BritishGas,£396.48,
2026-01-03,heineken uk ltd,926.55,Alcohol
26-3-2026,BOOKER,208.86,Utilities
05/03/2026,Brakes Catering,458.37,Soft Drinks
2026-03-19,SCOTTISH WATER,-506.40,Soft Drinks
2026-03-22,Heineken UK Ltd,1505.52,Supplies
3/19/2026,local bakery,201.92,
20/01/2026,diageo limited,£1068.17,
2026-04-05,HEINEKEN,106.07,Utilities
9-3-2026,EON,788.90,
2026-03-29,scottish water,109.98,
25/04/2026,Booker Wholesale,£1237,72,Soft Drinks
20-2-2026,The Local Butcher,685.54,
27-1-2026,BT PLC,677.14,
2026-01-03,JJ Food Service,353.50,Utilities
2026-03-26,AMAZON UK,931.50,Soft Drinks
09/02/2026,JJ FOOD SERVICE,994.22,
1/27/2026,scottish water,504.22,Soft Drinks
12-4-2026,Coca Cola Europacific,663.78,
15-3-2026,Diageo Ltd,521.45,Supplies
3-2-2026,Scottish Water,£857.36,Alcohol
2026-01-18,JJ Food Service,-1263.50,Alcohol
2026-03-08,AMAZON UK,1388.64,Supplies
2026-02-20,BRAKES UK,-1195.95,Alcohol
4-4-2026,BOOKER,1297.10,
4/2/2026,EON,£235.06,Alcohol
4/8/2026,Coca Cola,311.84,
4/2/2026,Diageo Ltd,1451.61,
2026-03-29,local bakery,£1220.88,
2026-02-02,Heineken UK Ltd,£478.07
2026-01-18,Bakery Co,592.74,Supplies
4/20/2026,BT,810.75
1/14/2026,Diageo Ltd,225.92,Utilities
11-4-2026,amazon business,£773.92,Food
10/03/2026,J J Food,£333.51,Food
3/26/2026,brakes,350.88,Utilities
2/15/2026,cleanco,269.56,Utilities
05/03/2026,AMAZON UK,829.03,Food
09/02/2026,Local Bakery,1312,37,
4/15/2026,The Local Butcher,354.30,
27-3-2026,Heineken UK Ltd,1306.01,
4/6/2026,BRITISH GAS,1203.10,Alcohol
1/24/2026,CleanCo,1210.30,
2/7/2026,Sky,800.39,
4-1-2026,DIAGEO,960.75,Alcohol
4/23/2026,EON,1196.52,
2026-02-05,E.ON,£551.95,Utilities
2026-01-23,EON Energy,410.24
13/03/2026,AMAZON UK,237.21,
20/03/2026,Amazon Business,238.81,Utilities
2026-01-17,The Local Butcher,£848.74,Food
25-2-2026,Sky Business,243.39,Soft Drinks
2026-04-25,eon energy,-1325.17,Utilities
20-1-2026,Booker Wholesale,1482.22,
2026-04-22,BT PLC,702.95
2/26/2026,JJ Food Service,1167.54,Supplies
2/17/2026,Booker Wholesale,253.55,Food
20-4-2026,Cleaning Supplies Co,£265,26,Alcohol
9-4-2026,BT Business,1229.09,Soft Drinks
1/23/2026,J J Food,1008.08,
4/18/2026,EON Energy,1106.90,Soft Drinks
17-2-2026,E.ON,£1541.64,Utilities
15/01/2026,DIAGEO LIMITED,554.18,Alcohol
8-1-2026,JJ FOOD SERVICE,72.07,Food
2/10/2026,Heineken UK,206.34,Alcohol
11/01/2026,BT PLC,217.16,
11/02/2026,AMAZON UK,455.21,Food
4/24/2026,Brakes,£213.32,
3/15/2026,BRAKES UK,-1496,28,Soft Drinks
1-2-2026,Booker Wholesale,863.77,
2026-04-23,Amazon,£846.07,Soft Drinks
,,,,
INVALID ROW
123,ABC
